ID,SVET,LVET,LAT,LAT2,LON,LON2,HEIGHT,HEIGHT WRT DEM,SIGMA HEIGHT,COHER,HEIGHT_RELATIVE,tinitaly_height,copernicus_height,HEIGHT_ABSOLUTE_TIN,diff_tinitaly,HEIGHT_ABSOLUTE_COP,diff_copernicus,outlier_score,slope_tin,aspect_tin,slope_category,corine_code,land_cover,land_cover_level1,local_incidence,is_shadow,geometric_quality,height_category,elevation_range,mean_elevation,std_elevation,longitude,latitude
350,300,549,45.473846,45.473161,11.14333,11.137872,101.7,101.7,1.9294039,0.86,101.7,102.20947,101.76889,105.64141998291015,3.4319473266601506,106.40267944335939,4.633789062500014,0.01606422588970191,3.3406692,132.04097,Flat (0-5°),221,Vineyards,2. Agricultural Areas,33.43694967866568,False,0,0-200m,0.5094726562499972,101.89278767903646,0.2256893177774747,667103.849485929,5037737.872010587
351,302,549,45.47387,45.473185,11.143509,11.138051,101.7,101.7,1.917195,0.87,101.7,102.59404,101.78749,105.64141998291015,3.047380065917963,106.40267944335939,4.615188598632827,0.014195700807968614,3.7243657,184.60114,Flat (0-5°),221,Vineyards,2. Agricultural Areas,31.309854175191365,False,0,0-200m,0.8940399169921847,102.02717692057291,0.4024209276448535,667117.7697118496,5037740.910671574
354,358,549,45.474628,45.473943,11.1492,11.143742,135.6,135.6,1.8023,0.9,135.6,135.97072,135.7592,139.54141998291016,3.5707015991210938,140.30267944335938,4.543478393554693,0.0162952591022818,5.015447,173.78537,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,30.27136950868599,False,0,0-200m,0.3707183837890682,135.77663981119792,0.15184666129353905,667560.3482873731,5037836.976165956
397,308,550,45.473977,45.473292,11.144092,11.138634,104.4,104.4,1.9140704,0.89,104.4,104.95751,104.779396,108.34141998291015,3.3839080810546847,109.10267944335939,4.323283386230486,0.012274424176933807,5.408256,107.39153,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,34.856595129371506,False,0,0-200m,0.5575119018554631,104.71230265299478,0.23249519541466,667163.022293668,5037754.01090279
426,306,551,45.47398,45.473295,11.143891,11.138433,103.7,103.7,1.9089489,0.88,103.7,103.89906,103.70153,107.64141998291015,3.742356872558588,108.40267944335939,4.7011489868164205,0.013080391117179846,5.0125036,115.263466,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,34.15546787218794,False,0,0-200m,0.19906311035155966,103.76686452229818,0.09348060614119849,667147.3026786803,5037753.925939019
428,330,551,45.474313,45.473628,11.14639,11.140932,121.2,121.2,1.8737354,0.88,121.2,122.00837,121.911255,125.14141998291015,3.1330505371093693,125.90267944335939,3.991424560546889,0.017158523440675144,4.0571265,138.14763,Flat (0-5°),221,Vineyards,2. Agricultural Areas,32.750240715613266,False,0,0-200m,0.8083694458007784,121.70654144287109,0.36036646587933874,667341.6457708009,5037796.123533407
465,291,552,45.473821,45.473136,11.142481,11.137023,100.7,100.7,1.921412,0.86,100.7,100.04697,100.76254,104.64141998291015,4.594453430175776,105.40267944335939,4.640136718750014,0.009729871876876572,0.13862662,313.13766,Flat (0-5°),221,Vineyards,2. Agricultural Areas,35.07185787996263,False,0,0-200m,0.715576171875,100.50316975911458,0.3235932861212037,667037.5629168494,5037733.328885858
529,292,554,45.47389,45.473205,11.142559,11.137101,100.9,100.9,1.925432,0.86,100.9,100.011024,100.662735,104.84141998291015,4.830395507812497,105.60267944335939,4.9399444580078296,0.008786201627662638,0.5160738,138.43622,Flat (0-5°),221,Vineyards,2. Agricultural Areas,34.69565933732719,False,0,0-200m,0.8889755249023494,100.5245864868164,0.37583961712809544,667043.4557047394,5037741.156661953
530,304,554,45.47404,45.473355,11.143682,11.138224,103.4,103.4,1.8989681,0.87,103.4,103.846405,102.861855,107.34141998291015,3.4950149536132784,108.10267944335939,5.240824890136736,0.016841022348791146,3.1975214,176.40607,Flat (0-5°),221,Vineyards,2. Agricultural Areas,31.930282938546,False,0,0-200m,0.9845504760742188,103.36941986083984,0.40252227157246323,667130.7892049616,5037760.156807524
531,358,554,45.474774,45.474089,11.149188,11.14373,137.0,137.0,1.8293576,0.9,137.0,136.84753,136.7545,140.94141998291013,4.0938858032226335,141.7026794433594,4.948178100585949,0.015573882149092388,4.780496,180.76122,Flat (0-5°),221,Vineyards,2. Agricultural Areas,30.323690328711887,False,0,0-200m,0.2454986572265625,136.86734517415366,0.10119866369774702,667558.9774824012,5037853.171062949
532,362,554,45.474827,45.474142,11.149587,11.144129,139.0,139.0,1.8551696,0.9,139.0,139.6112,138.78189,142.94141998291013,3.3302139282226335,143.7026794433594,4.920788574218761,0.017448716815421705,10.826459,110.350365,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,34.893381691639085,False,0,0-200m,0.829315185546875,139.13103230794272,0.3510156867703175,667590.0068731366,5037859.891472876
568,256,555,45.473489,45.472804,11.13933,11.133872,100.8,100.8,1.9706027,0.85,100.8,99.80762,100.60124,104.74141998291014,4.933802795410145,105.50267944335938,4.901437377929696,0.0063241777561080514,0.74593496,211.69879,Flat (0-5°),221,Vineyards,2. Agricultural Areas,34.298524158968945,False,0,0-200m,0.9923828124999972,100.4029530843099,0.4287149804252201,666792.2506999735,5037689.897941875
569,260,555,45.473536,45.472851,11.139685,11.134227,100.7,100.7,1.9742615,0.85,100.7,99.82633,100.553185,104.64141998291015,4.815087890624994,105.40267944335939,4.8494949340820455,0.007606038793971037,0.5932605,195.16516,Flat (0-5°),221,Vineyards,2. Agricultural Areas,34.40765634519604,False,0,0-200m,0.8736679077148466,100.35983886718749,0.3819780152740553,666819.8600456204,5037695.856575143
570,296,555,45.473968,45.473283,11.142918,11.13746,101.3,101.3,1.9361157,0.86,101.3,101.36804,101.38446,105.24141998291014,3.873377990722645,106.00267944335938,4.6182189941406335,0.016002835891009703,3.6963778,141.72311,Flat (0-5°),221,Vineyards,2. Agricultural Areas,32.745680419592965,False,0,0-200m,0.08446044921875284,101.35083414713542,0.03656477648466976,667071.2856546005,5037750.568687916
609,453,556,45.476411,45.475726,11.161053,11.155595,305.3,305.3,1.7434524,0.95,305.3,305.1406,305.5613,309.24141998291014,4.10082550048827,310.0026794433594,4.441369628906273,0.026597261309704634,17.74893,234.99127,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,24.761510600219697,False,0,200-400m,0.42071533203125,305.33396809895834,0.17342764382045747,668481.4867402232,5038059.8520526225
611,489,556,45.47676,45.476075,11.163675,11.158217,276.3,276.3,1.7362202,0.96,276.3,276.15646,276.78757,280.24141998291014,4.08495635986327,281.0026794433594,4.215112304687523,0.021876095580242283,9.964422,266.5278,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,33.56362901453753,False,0,200-400m,0.631103515625,276.4146769205729,0.2701061630083285,668685.3792395109,5038104.127237471
648,358,557,45.474861,45.474176,11.149183,11.143725,137.9,137.9,1.839343,0.89,137.9,137.67023,137.736,141.84141998291017,4.171192932128918,142.6026794433594,4.866687011718767,0.01635141038578325,4.6306257,190.6156,Flat (0-5°),221,Vineyards,2. Agricultural Areas,30.370905706588054,False,0,0-200m,0.22977294921875568,137.76873982747395,0.09662020492136578,667558.3287357772,5037862.825933127
652,472,557,45.476619,45.475934,11.162397,11.156939,288.4,288.4,1.7194427,0.96,288.4,288.27615,289.22354,292.3414199829101,4.065266418456986,293.10267944335936,3.8791381835937386,0.024470431076398458,15.5021925,221.03477,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,22.573479064780546,False,0,200-400m,0.9473876953125,288.6332316080729,0.42046291834960253,668585.912627364,5038085.779763268
692,256,558,45.473574,45.472889,11.139306,11.133848,100.8,100.8,1.9603546,0.85,100.8,99.89502,100.762955,104.74141998291014,4.846400451660145,105.50267944335938,4.739724731445321,0.007963810128125859,1.2357582,220.19016,Flat (0-5°),221,Vineyards,2. Agricultural Areas,33.91520675405498,False,0,0-200m,0.9049804687499972,100.48599141438802,0.4181538100883578,666790.1239337786,5037699.291218813
694,293,558,45.474017,45.473332,11.142625,11.137167,101.3,101.3,1.9255865,0.86,101.3,101.04618,101.104126,105.24141998291014,4.195239257812489,106.00267944335938,4.8985534667968835,0.014695677115513228,4.124896,142.15947,Flat (0-5°),221,Vineyards,2. Agricultural Areas,32.47369483467087,False,0,0-200m,0.2538192749023409,101.15010223388673,0.10860146793404633,667048.2390929288,5037755.403022542
734,254,559,45.473579,45.472894,11.139124,11.133666,101.0,101.0,1.9489071,0.85,101.0,100.12244,101.118355,104.94141998291015,4.818983459472648,105.70267944335939,4.584324645996105,0.008037978866639928,2.5047078,227.16136,Flat (0-5°),221,Vineyards,2. Agricultural Areas,32.97986857348045,False,0,0-200m,0.9959182739257812,100.74693044026692,0.4442195055243488,666775.8834298849,5037699.468828439
770,282,560,45.473946,45.473261,11.141656,11.136198,102.7,102.7,1.8854411,0.84,102.7,101.74956,102.059296,106.64141998291015,4.891862487792963,107.40267944335939,5.343383789062514,0.00978887264378181,2.0912902,214.88446,Flat (0-5°),221,Vineyards,2. Agricultural Areas,33.08203985507785,False,0,0-200m,0.9504425048828153,102.16961771647135,0.39578062679873766,666972.7090541029,5037745.5006572185
772,297,560,45.474123,45.473438,11.14298,11.137522,101.9,101.9,1.9476005,0.86,101.9,102.89407,102.40287,105.84141998291015,2.9473464965820284,106.60267944335939,4.199809265136736,0.017052307991926696,4.352086,146.8234,Flat (0-5°),221,Vineyards,2. Agricultural Areas,32.062173046082705,False,0,0-200m,0.9940734863281193,102.39898122151692,0.4058381180087529,667075.6735481007,5037767.917423272
852,254,562,45.473664,45.472979,11.139103,11.133645,101.1,101.1,1.9465273,0.86,101.1,101.00012,101.68992,105.04141998291014,4.041297912597642,105.80267944335938,4.112760925292974,0.01524284238684015,2.8114927,222.50235,Flat (0-5°),221,Vineyards,2. Agricultural Areas,32.60487545263529,False,0,0-200m,0.6897964477539062,101.26334686279297,0.3043752432132707,666773.991180531,5037708.868338591
894,295,563,45.474184,45.473499,11.142777,11.137319,101.8,101.8,1.9354773,0.86,101.8,102.05338,101.828354,105.74141998291014,3.6880371093749886,106.50267944335938,4.674325561523446,0.01570601363792934,4.275917,147.24442,Flat (0-5°),221,Vineyards,2. Agricultural Areas,32.08720376856828,False,0,0-200m,0.2533828735351591,101.89391225179037,0.11335532645489775,667059.6262106138,5037774.2720508
898,344,563,45.474848,45.474163,11.147762,11.142304,131.7,131.7,1.8263894,0.89,131.7,132.15425,131.18387,135.64141998291012,3.4871688842773096,136.40267944335938,5.21881103515625,0.015224852883034434,5.3070445,135.68166,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,32.32142107853896,False,0,0-200m,0.9703826904296875,131.67937316894532,0.3964254794123005,667447.2995171533,5037858.418611499
899,364,563,45.475123,45.474438,11.14983,11.144372,145.6,145.6,1.9159168,0.91,145.6,145.54782,144.73589,149.54141998291016,3.9935989379882812,150.30267944335938,5.566793823242193,0.019535097469625895,12.41098,111.06255,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,34.97255907335758,False,0,0-200m,0.8641143798828068,145.29456888834636,0.39562263710736334,667608.1223220314,5037893.282709688
959,234,565,45.473509,45.472824,11.137276,11.131818,100.4,100.4,1.9353643,0.85,100.4,99.65345,100.1006,104.34141998291015,4.687969970703122,105.10267944335939,5.0020782470703296,0.008142938527851418,0.3585812,151.69913,Flat (0-5°),221,Vineyards,2. Agricultural Areas,34.72720293089515,False,0,0-200m,0.7465499877929744,100.05135040283203,0.3067609835692199,666631.64374373,5037687.857171242
995,231,566,45.473501,45.472816,11.137002,11.131544,100.5,100.5,1.9209762,0.84,100.5,99.61379,100.24902,104.44141998291015,4.827627563476554,105.20267944335939,4.953656005859386,0.008031212875527438,0.38390604,170.768,Flat (0-5°),221,Vineyards,2. Agricultural Areas,34.64239818116167,False,0,0-200m,0.8862075805664062,100.12093861897786,0.372956887155631,666610.2505133983,5037686.400084906
999,354,566,45.475074,45.474389,11.148796,11.143338,139.8,139.8,1.8032151,0.88,139.8,139.59468,139.29488,143.74141998291014,4.146739196777332,144.5026794433594,5.207803344726585,0.01655735098478306,6.163035,148.40115,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,30.794214238263102,False,0,0-200m,0.5051239013671989,139.5631856282552,0.20741503908895026,667527.4487788943,5037885.682083105
1030,234,567,45.473565,45.47288,11.137261,11.131803,100.5,100.5,1.9474515,0.85,100.5,99.65345,100.1006,104.44141998291015,4.7879699707031165,105.20267944335939,5.102078247070324,0.006435540543781815,0.3585812,151.69913,Flat (0-5°),221,Vineyards,2. Agricultural Areas,34.72720293089515,False,0,0-200m,0.8465499877929688,100.08468373616536,0.34578581483403953,666630.3061894504,5037694.047398644
1032,293,567,45.474274,45.473589,11.142577,11.137119,102.3,102.3,1.918408,0.86,102.3,101.98298,102.066925,106.24141998291014,4.258441162109364,107.00267944335938,4.9357543945312585,0.015121827991087966,4.7628303,151.63708,Flat (0-5°),221,Vineyards,2. Agricultural Areas,31.50313696800967,False,0,0-200m,0.3170211791992159,102.11663462320963,0.1341116160867717,667043.7276815708,5037783.854723461
1034,350,567,45.475048,45.474363,11.148386,11.142928,137.6,137.6,1.8634018,0.89,137.6,136.94984,136.95021,141.54141998291016,4.591575622558594,142.30267944335938,5.352468872070318,0.016999427329617567,5.657545,140.22523,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,31.772116952361944,False,0,0-200m,0.6501556396484318,137.16668497721355,0.30640002747707873,667495.4796708849,5037881.938619864
1074,279,568,45.474137,45.473452,11.141327,11.135869,102.8,102.8,1.9036854,0.84,102.8,102.30805,102.200806,106.74141998291014,4.433367919921864,107.50267944335938,5.3018737792968835,0.011603470759608436,2.8520937,132.70656,Flat (0-5°),221,Vineyards,2. Agricultural Areas,33.62175793808,False,0,0-200m,0.5991943359374972,102.43628590901693,0.26088490758106114,666946.4292533092,5037766.036080451
1138,233,570,45.473638,45.472953,11.137148,11.13169,100.5,100.5,1.9703184,0.85,100.5,99.69801,100.19078,104.44141998291015,4.743406677246085,105.20267944335939,5.011898803710949,0.009709065803188421,0.38930023,164.31717,Flat (0-5°),221,Vineyards,2. Agricultural Areas,34.65567232196749,False,0,0-200m,0.8019866943359375,100.12959798177083,0.33025561079432303,666621.25850705,5037701.92297358
1143,281,570,45.474218,45.473533,11.14149,11.136032,102.8,102.8,1.9146417,0.85,102.8,102.88395,102.23084,106.74141998291014,3.8574707031249886,107.50267944335938,5.271836853027352,0.013568274718602447,2.0208669,146.01349,Flat (0-5°),221,Vineyards,2. Agricultural Areas,33.623277915221855,False,0,0-200m,0.653106689453125,102.63826395670573,0.2901218108857834,666958.9304864504,5037775.373575324
1145,333,570,45.474898,45.474213,11.146596,11.141138,125.4,125.4,1.8289816,0.87,125.4,126.09191,126.326096,129.34141998291017,3.249508666992199,130.1026794433594,3.7765838623047046,0.01682757558856296,6.4102135,120.98562,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,33.39831021170299,False,0,0-200m,0.9260955810546818,125.93933563232422,0.39316897192795436,667356.0149246405,5037861.54349727
1190,255,571,45.473934,45.473249,11.139142,11.133684,102.1,102.1,1.928079,0.86,102.1,101.415054,101.76249,106.04141998291014,4.6263656616210795,106.80267944335938,5.040190124511724,0.01263750504167016,2.8961613,231.64648,Flat (0-5°),221,Vineyards,2. Agricultural Areas,32.815433008809016,False,0,0-200m,0.6849456787109318,101.75918121337891,0.2796376862627056,666776.2428213462,5037738.945062746
1331,254,575,45.474036,45.473351,11.139028,11.13357,102.4,102.4,1.9284002,0.87,102.4,102.11474,102.04184,106.34141998291015,4.226681518554685,107.10267944335939,5.060839843750017,0.015315989811713338,2.9518557,233.1634,Flat (0-5°),221,Vineyards,2. Agricultural Areas,32.82798485489317,False,0,0-200m,0.3581604003906307,102.1855260213216,0.1545485398786218,666767.0312721401,5037750.040121517
1378,335,576,45.475097,45.474412,11.146769,11.141311,127.4,127.4,1.8378359,0.89,127.4,128.28758,128.30038,131.34141998291017,3.05383758544923,132.1026794433594,3.802294921875017,0.01723123764565282,6.581994,119.07895,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,33.58544011292805,False,0,0-200m,0.9003845214843693,127.99598897298176,0.4214602516108124,667368.9475530309,5037884.011922257
1385,529,576,45.477658,45.476973,11.165995,11.160537,222.4,222.4,1.7709195,0.97,222.4,222.3305,221.7984,226.34141998291017,4.010914611816418,227.1026794433594,5.304278564453142,0.019991606489227043,20.210543,239.36423,Moderate (15-30°),223,Olive groves,2. Agricultural Areas,25.453668129479528,False,1,200-400m,0.6015991210937557,222.17630208333333,0.26871839794635793,668864.0247873436,5038208.76557452
1415,347,577,45.475295,45.47461,11.148031,11.142573,137.2,137.2,1.8628335,0.89,137.2,137.4108,138.18515,141.14141998291012,3.730622863769497,141.90267944335938,3.717529296875,0.018389845192649634,7.4683795,147.67845,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,30.05553354371835,False,0,0-200m,0.9851501464843864,137.59864908854166,0.42355359722663855,667467.0004528661,5037908.63902745
1452,252,578,45.474099,45.473414,11.138843,11.133385,103.2,103.2,1.9400095,0.88,103.2,103.20019,102.79258,107.14141998291015,3.941232299804682,107.90267944335939,5.110099792480483,0.014536914027899805,2.3954723,206.10178,Flat (0-5°),221,Vineyards,2. Agricultural Areas,32.68126791539855,False,0,0-200m,0.4076080322265625,103.06425577799479,0.19210404705046769,666752.3852719082,5037756.655086135
1453,255,578,45.474133,45.473448,11.139099,11.133641,102.6,102.6,1.9289099,0.88,102.6,102.43886,102.180305,106.54141998291014,4.1025619506835795,107.30267944335938,5.122373962402349,0.015315989811713338,2.919303,232.54248,Flat (0-5°),221,Vineyards,2. Agricultural Areas,32.829476040856925,False,0,0-200m,0.41969451904296307,102.40638783772788,0.1728710646247921,666772.2946044283,5037760.963774372
1492,230,579,45.473859,45.473174,11.136818,11.13136,100.8,100.8,1.898505,0.86,100.8,99.881355,100.53726,104.74141998291014,4.860064697265614,105.50267944335938,4.9654174804687585,0.013256690702104668,0.40052944,191.74805,Flat (0-5°),221,Vineyards,2. Agricultural Areas,34.59947479667866,False,0,0-200m,0.9186447143554659,100.40620574951173,0.3863149199830126,666594.8131675438,5037725.790629138
1495,333,579,45.475157,45.474472,11.146553,11.141095,126.7,126.7,1.7847066,0.89,126.7,126.83686,127.195206,130.64141998291015,3.8045593261718693,131.40267944335938,4.2074737548828125,0.018119119039990084,6.3739476,121.578224,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,33.339762341128065,False,0,0-200m,0.49520568847655966,126.91068878173827,0.20879832774816898,667351.887031638,5037890.227622753
1507,534,579,45.477786,45.477101,11.166298,11.16084,216.5,216.5,1.7485965,0.97,216.5,216.7131,216.49278,220.44141998291013,3.7283157348632585,221.2026794433594,4.709896850585949,0.026278637515561143,14.77961,230.3509,Gentle (5-15°),223,Olive groves,2. Agricultural Areas,24.933477732697664,False,0,200-400m,0.2203216552734375,216.5686289469401,0.10220194784245416,668887.324050013,5038223.622822131
1538,229,580,45.473875,45.47319,11.13672,11.131262,100.8,100.8,1.8894823,0.86,100.8,99.90679,100.59163,104.74141998291014,4.834628295898426,105.50267944335938,4.911050415039071,0.013256690702104668,0.4163053,200.94606,Flat (0-5°),221,Vineyards,2. Agricultural Areas,34.58881251613338,False,0,0-200m,0.8932083129882784,100.43280690511068,0.38155263744639856,666587.1060268756,5037727.364921954
1545,331,580,45.475159,45.474474,11.146347,11.140889,125.7,125.7,1.7700449,0.88,125.7,125.88077,126.28109,129.64141998291015,3.7606521606445256,130.40267944335938,4.121589660644531,0.02149562856785403,6.1200023,124.39737,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,33.09322814341277,False,0,0-200m,0.5810897827148409,125.95395253499349,0.24280765436409454,667335.7798895584,5037890.020666434
1546,339,580,45.47527,45.474585,11.147182,11.141724,131.7,131.7,1.8541201,0.88,131.7,132.38316,131.65952,135.64141998291012,3.2582565307616846,136.40267944335938,4.7431640625,0.0195502317450984,6.3572106,126.00684,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,32.86475264059303,False,0,0-200m,0.7236480712890625,131.91422627766926,0.3320003075331117,667400.7157544341,5037904.092016605
1583,251,581,45.474174,45.473489,11.13874,11.133282,103.7,103.7,1.9266972,0.88,103.7,103.223526,102.91014,107.64141998291015,4.417893981933588,108.40267944335939,5.492538452148452,0.01548656769990786,2.5847983,171.30623,Flat (0-5°),221,Vineyards,2. Agricultural Areas,32.59314729154468,False,0,0-200m,0.7898590087890653,103.27788899739583,0.32474175891629387,666744.1132370338,5037764.773435622
1588,319,581,45.475018,45.474333,11.145071,11.139613,116.1,116.1,1.8575841,0.86,116.1,116.03605,116.24184,120.04141998291014,4.005371093749986,120.80267944335938,4.560842895507818,0.018346993568129077,5.7155933,121.26444,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,33.495822290695465,False,0,0-200m,0.20578765869140625,116.12596181233725,0.08599477461760242,667236.4633562986,5037871.698922417
1631,293,582,45.474708,45.474023,11.142523,11.137065,105.4,105.4,1.853482,0.84,105.4,105.42715,104.46352,109.34141998291015,3.9142730712890597,110.10267944335939,5.6391632080078296,0.01876751149425815,3.0419126,157.37167,Flat (0-5°),221,Vineyards,2. Agricultural Areas,32.53706737356792,False,0,0-200m,0.9636306762695312,105.09688771565754,0.44799837257992575,667038.2241920537,5037831.957837584
1642,471,582,45.477346,45.476661,11.162346,11.156888,299.9,299.9,1.6913975,0.95,299.9,300.42783,300.3096,303.8414199829101,3.4135940551757358,304.60267944335936,4.293078613281239,0.03519197169732724,15.690802,253.93364,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,30.502147048558935,False,1,200-400m,0.5278259277343977,300.2124755859375,0.22616371250962214,668579.7577683394,5038166.439097777
1680,255,583,45.474277,45.473592,11.139075,11.133617,103.4,103.4,1.9214739,0.88,103.4,103.05915,102.50197,107.34141998291015,4.282269287109372,108.10267944335939,5.6007110595703296,0.016445933424679593,2.8524094,246.90015,Flat (0-5°),221,Vineyards,2. Agricultural Areas,33.4310380028734,False,0,0-200m,0.8980316162109432,102.9870396931966,0.3701487930108135,666769.9937880205,5037776.911686305
